"ClaimID","ClaimSize"
"CLM63322","100K-lessthan200K"
"CLM54001","lessthan100K"
"CLM65732","100K-lessthan200K"
"CLM54681","lessthan100K"
"CLM55125","lessthan100K"
"CLM62921","lessthan100K"
"CLM58379","100K-lessthan200K"
"CLM52787","lessthan100K"
"CLM53870","100K-lessthan200K"
"CLM69266","100K-lessthan200K"
"CLM62323","lessthan100K"
"CLM51777","200KandAbove"
"CLM65987","100K-lessthan200K"
"CLM57618","200KandAbove"
"CLM69623","lessthan100K"
"CLM62602","200KandAbove"
"CLM68619","200KandAbove"
"CLM62919","200KandAbove"
"CLM61553","lessthan100K"
"CLM69919","100K-lessthan200K"
"CLM56822","lessthan100K"
"CLM67818","lessthan100K"
"CLM55913","200KandAbove"
"CLM67154","lessthan100K"
"CLM51976","200KandAbove"
"CLM60476","200KandAbove"
"CLM54210","200KandAbove"
"CLM62161","100K-lessthan200K"
"CLM64513","lessthan100K"
"CLM52388","200KandAbove"
"CLM57410","lessthan100K"
"CLM60033","100K-lessthan200K"
"CLM61827","200KandAbove"
"CLM69379","lessthan100K"
"CLM69933","lessthan100K"
"CLM63363","lessthan100K"
"CLM60629","100K-lessthan200K"
"CLM55455","200KandAbove"
"CLM57325","200KandAbove"
"CLM63749","100K-lessthan200K"
"CLM66119","lessthan100K"
"CLM54012","200KandAbove"
"CLM55057","100K-lessthan200K"
"CLM65080","lessthan100K"
"CLM66345","100K-lessthan200K"
"CLM69091","lessthan100K"
"CLM61763","100K-lessthan200K"
"CLM59904","lessthan100K"
"CLM56358","200KandAbove"
"CLM54512","lessthan100K"
"CLM63248","lessthan100K"
"CLM55836","lessthan100K"
"CLM58249","200KandAbove"
"CLM68881","200KandAbove"
"CLM69300","lessthan100K"
"CLM68076","200KandAbove"
"CLM67386","lessthan100K"
"CLM54099","200KandAbove"
"CLM55794","lessthan100K"
"CLM66917","lessthan100K"
"CLM61098","lessthan100K"
"CLM61486","100K-lessthan200K"
"CLM68609","200KandAbove"
"CLM52220","100K-lessthan200K"
"CLM69982","100K-lessthan200K"
"CLM65229","lessthan100K"
"CLM58357","lessthan100K"
"CLM53253","lessthan100K"
"CLM68046","100K-lessthan200K"
"CLM53792","100K-lessthan200K"
"CLM55195","200KandAbove"
"CLM64479","lessthan100K"
"CLM51676","lessthan100K"
"CLM68524","lessthan100K"
"CLM51194","100K-lessthan200K"
"CLM53877","100K-lessthan200K"
"CLM57895","100K-lessthan200K"
"CLM55344","lessthan100K"
"CLM60762","lessthan100K"
"CLM63579","lessthan100K"
"CLM53938","lessthan100K"
"CLM66871","lessthan100K"
"CLM52211","200KandAbove"
"CLM60695","lessthan100K"
"CLM54600","lessthan100K"
"CLM54638","lessthan100K"
"CLM51797","lessthan100K"
"CLM64242","200KandAbove"
"CLM60985","100K-lessthan200K"
"CLM55533","200KandAbove"
"CLM60434","100K-lessthan200K"
"CLM53672","lessthan100K"
"CLM51728","lessthan100K"
"CLM67089","lessthan100K"
"CLM54502","100K-lessthan200K"
"CLM55343","100K-lessthan200K"
"CLM62208","lessthan100K"
"CLM51074","lessthan100K"
"CLM56696","100K-lessthan200K"
"CLM52556","100K-lessthan200K"
"CLM57622","lessthan100K"
"CLM63825","100K-lessthan200K"
"CLM67669","100K-lessthan200K"
"CLM62618","lessthan100K"
"CLM60653","lessthan100K"
"CLM57639","100K-lessthan200K"
"CLM68239","lessthan100K"
"CLM69564","100K-lessthan200K"
"CLM61247","200KandAbove"
"CLM57656","200KandAbove"
"CLM52106","lessthan100K"
"CLM69674","lessthan100K"
"CLM55708","200KandAbove"
"CLM58067","200KandAbove"
"CLM59125","lessthan100K"
"CLM70015","lessthan100K"
"CLM69373","200KandAbove"
"CLM52341","lessthan100K"
"CLM51193","lessthan100K"
"CLM52265","100K-lessthan200K"
"CLM64875","200KandAbove"
"CLM65706","lessthan100K"
"CLM62086","lessthan100K"
"CLM56450","lessthan100K"
"CLM58384","lessthan100K"
"CLM58684","lessthan100K"
"CLM66525","lessthan100K"
"CLM65579","200KandAbove"
"CLM58679","100K-lessthan200K"
"CLM61131","100K-lessthan200K"
"CLM56730","lessthan100K"
"CLM67748","200KandAbove"
"CLM60823","200KandAbove"
"CLM60109","200KandAbove"
"CLM63879","lessthan100K"
"CLM54677","200KandAbove"
"CLM51849","200KandAbove"
"CLM56570","100K-lessthan200K"
"CLM55021","lessthan100K"
"CLM66501","100K-lessthan200K"
"CLM56829","lessthan100K"
"CLM59510","200KandAbove"
"CLM51214","lessthan100K"
"CLM54053","lessthan100K"
"CLM57387","100K-lessthan200K"
"CLM62643","100K-lessthan200K"
"CLM54622","100K-lessthan200K"
"CLM68543","lessthan100K"
"CLM68691","100K-lessthan200K"
"CLM57077","200KandAbove"
"CLM51024","100K-lessthan200K"
"CLM51786","lessthan100K"
"CLM65757","lessthan100K"
"CLM65060","lessthan100K"
"CLM62038","lessthan100K"
"CLM61887","100K-lessthan200K"
"CLM61063","100K-lessthan200K"
"CLM69650","lessthan100K"
"CLM58307","100K-lessthan200K"
"CLM65313","lessthan100K"
"CLM54122","100K-lessthan200K"
"CLM59063","100K-lessthan200K"
"CLM64233","lessthan100K"
"CLM60998","lessthan100K"
"CLM67204","200KandAbove"
"CLM55870","lessthan100K"
"CLM60892","lessthan100K"
"CLM52148","lessthan100K"
"CLM59583","lessthan100K"
"CLM68250","100K-lessthan200K"
"CLM67513","100K-lessthan200K"
"CLM53743","lessthan100K"
"CLM64159","200KandAbove"
"CLM61919","lessthan100K"
"CLM54668","lessthan100K"
"CLM62082","lessthan100K"
"CLM66964","lessthan100K"
"CLM54262","200KandAbove"
"CLM59102","100K-lessthan200K"
"CLM65058","200KandAbove"
"CLM67932","lessthan100K"
"CLM66284","lessthan100K"
"CLM59964","100K-lessthan200K"
"CLM65952","200KandAbove"
"CLM58282","lessthan100K"
"CLM61228","100K-lessthan200K"
"CLM61450","200KandAbove"
"CLM69097","lessthan100K"
"CLM70190","lessthan100K"
"CLM53948","lessthan100K"
"CLM65825","lessthan100K"
"CLM65453","100K-lessthan200K"
"CLM53001","100K-lessthan200K"
"CLM67684","200KandAbove"
"CLM59252","lessthan100K"
"CLM58248","100K-lessthan200K"
"CLM51574","100K-lessthan200K"
"CLM70079","lessthan100K"
"CLM58793","lessthan100K"
"CLM63480","200KandAbove"
"CLM69842","200KandAbove"
"CLM67288","lessthan100K"
"CLM56327","100K-lessthan200K"
"CLM57642","lessthan100K"
"CLM51514","lessthan100K"
"CLM62252","lessthan100K"
"CLM54406","lessthan100K"
"CLM57006","lessthan100K"
"CLM68232","200KandAbove"
"CLM63199","200KandAbove"
"CLM60260","200KandAbove"
"CLM67019","lessthan100K"
"CLM54652","lessthan100K"
"CLM70013","lessthan100K"
"CLM53881","lessthan100K"
"CLM65921","lessthan100K"
"CLM69315","lessthan100K"
"CLM57504","lessthan100K"
"CLM65943","100K-lessthan200K"
"CLM61104","200KandAbove"
"CLM62238","lessthan100K"
"CLM69265","100K-lessthan200K"
"CLM51885","100K-lessthan200K"
"CLM57744","lessthan100K"
"CLM62706","200KandAbove"
"CLM51401","200KandAbove"
"CLM52427","100K-lessthan200K"
"CLM68754","200KandAbove"
"CLM66493","lessthan100K"
"CLM63887","100K-lessthan200K"
"CLM61003","200KandAbove"
"CLM61073","200KandAbove"
"CLM56404","lessthan100K"
"CLM63973","100K-lessthan200K"
"CLM56727","200KandAbove"
"CLM63584","100K-lessthan200K"
"CLM58153","200KandAbove"
"CLM60787","lessthan100K"
"CLM59657","200KandAbove"
"CLM61795","lessthan100K"
"CLM59577","200KandAbove"
"CLM69393","100K-lessthan200K"
"CLM51548","200KandAbove"
"CLM63032","100K-lessthan200K"
"CLM69128","200KandAbove"
"CLM59250","lessthan100K"
"CLM58966","lessthan100K"
"CLM68588","lessthan100K"
"CLM60391","200KandAbove"
"CLM68070","lessthan100K"
"CLM55879","lessthan100K"
"CLM59618","lessthan100K"
"CLM66532","100K-lessthan200K"
"CLM58496","200KandAbove"
"CLM52114","lessthan100K"
"CLM63192","200KandAbove"
"CLM54027","200KandAbove"
"CLM54707","200KandAbove"
"CLM56865","lessthan100K"
"CLM57024","100K-lessthan200K"
"CLM67190","100K-lessthan200K"
"CLM53632","lessthan100K"
"CLM69002","200KandAbove"
"CLM56487","lessthan100K"
"CLM59351","100K-lessthan200K"
"CLM59166","lessthan100K"
"CLM66446","100K-lessthan200K"
"CLM69212","100K-lessthan200K"
"CLM66607","lessthan100K"
"CLM55252","lessthan100K"
"CLM66802","lessthan100K"
"CLM62671","lessthan100K"
"CLM67656","lessthan100K"
"CLM68127","200KandAbove"
"CLM57348","100K-lessthan200K"
"CLM64470","100K-lessthan200K"
"CLM69757","100K-lessthan200K"
"CLM53482","100K-lessthan200K"
"CLM69223","lessthan100K"
"CLM65590","lessthan100K"
"CLM53035","lessthan100K"
"CLM69325","lessthan100K"
"CLM59615","100K-lessthan200K"
"CLM65794","lessthan100K"
"CLM52430","100K-lessthan200K"
"CLM56998","100K-lessthan200K"
"CLM54595","100K-lessthan200K"
"CLM52201","100K-lessthan200K"
"CLM53338","lessthan100K"
"CLM57791","lessthan100K"
"CLM53486","lessthan100K"
"CLM57676","100K-lessthan200K"
"CLM55614","100K-lessthan200K"
"CLM61702","100K-lessthan200K"
"CLM66460","lessthan100K"
"CLM57752","200KandAbove"
"CLM63991","lessthan100K"
"CLM55212","200KandAbove"
"CLM56178","200KandAbove"
"CLM68302","lessthan100K"
"CLM67210","lessthan100K"
"CLM60130","200KandAbove"
"CLM58043","lessthan100K"
"CLM55389","100K-lessthan200K"
"CLM60527","lessthan100K"
"CLM68494","200KandAbove"
"CLM67646","200KandAbove"
"CLM55831","lessthan100K"
"CLM52020","lessthan100K"
"CLM67813","100K-lessthan200K"
"CLM63768","100K-lessthan200K"
"CLM52531","lessthan100K"
"CLM58690","lessthan100K"
"CLM59952","lessthan100K"
"CLM66049","lessthan100K"
"CLM56181","lessthan100K"
"CLM66865","lessthan100K"
"CLM67636","200KandAbove"
"CLM64196","lessthan100K"
"CLM63715","100K-lessthan200K"
"CLM57654","200KandAbove"
"CLM69228","lessthan100K"
"CLM54781","lessthan100K"
"CLM53067","lessthan100K"
"CLM55299","lessthan100K"
"CLM54789","lessthan100K"
"CLM55718","lessthan100K"
"CLM57146","lessthan100K"
"CLM55839","200KandAbove"
"CLM56511","lessthan100K"
"CLM53920","100K-lessthan200K"
"CLM65941","lessthan100K"
"CLM68985","100K-lessthan200K"
"CLM58246","100K-lessthan200K"
"CLM57937","100K-lessthan200K"
"CLM58964","100K-lessthan200K"
"CLM65930","lessthan100K"
"CLM57706","lessthan100K"
"CLM60329","100K-lessthan200K"
"CLM65186","lessthan100K"
"CLM59219","100K-lessthan200K"
"CLM60551","lessthan100K"
"CLM56745","lessthan100K"
"CLM61287","lessthan100K"
"CLM59459","100K-lessthan200K"
"CLM58849","100K-lessthan200K"
"CLM66637","lessthan100K"
"CLM60578","200KandAbove"
"CLM56432","lessthan100K"
"CLM52386","lessthan100K"
"CLM53049","lessthan100K"
"CLM66652","lessthan100K"
"CLM66443","lessthan100K"
"CLM64415","100K-lessthan200K"
"CLM55772","200KandAbove"
"CLM57359","lessthan100K"
"CLM65039","100K-lessthan200K"
"CLM63293","lessthan100K"
"CLM53328","lessthan100K"
"CLM55980","lessthan100K"
"CLM66299","200KandAbove"
"CLM61944","lessthan100K"
"CLM51433","lessthan100K"
"CLM51288","100K-lessthan200K"
"CLM66351","100K-lessthan200K"
"CLM55409","lessthan100K"
"CLM69126","lessthan100K"
"CLM69602","200KandAbove"
"CLM65041","lessthan100K"
"CLM67256","200KandAbove"
"CLM52500","200KandAbove"
"CLM61760","100K-lessthan200K"
"CLM69783","lessthan100K"
"CLM63464","lessthan100K"
"CLM60055","100K-lessthan200K"
"CLM54460","lessthan100K"
"CLM62475","100K-lessthan200K"
"CLM59346","lessthan100K"
"CLM63814","100K-lessthan200K"
"CLM52479","200KandAbove"
"CLM61142","100K-lessthan200K"
"CLM70088","lessthan100K"
"CLM60634","lessthan100K"
"CLM60979","100K-lessthan200K"
"CLM63586","lessthan100K"
"CLM69621","lessthan100K"
"CLM55908","lessthan100K"
"CLM53291","200KandAbove"
"CLM56342","lessthan100K"
"CLM56435","100K-lessthan200K"
"CLM66870","lessthan100K"
"CLM56293","200KandAbove"
"CLM52000","lessthan100K"
"CLM59422","100K-lessthan200K"
"CLM51427","200KandAbove"
"CLM69224","200KandAbove"
"CLM63393","lessthan100K"
"CLM57533","100K-lessthan200K"
"CLM54631","lessthan100K"
"CLM51035","lessthan100K"
"CLM55155","100K-lessthan200K"
"CLM64652","lessthan100K"
"CLM53060","lessthan100K"
"CLM55922","100K-lessthan200K"
"CLM58155","lessthan100K"
"CLM57349","200KandAbove"
"CLM66850","lessthan100K"
"CLM65727","100K-lessthan200K"
"CLM70160","lessthan100K"
"CLM53886","200KandAbove"
"CLM57492","lessthan100K"
"CLM54872","lessthan100K"
"CLM61641","100K-lessthan200K"
"CLM54396","100K-lessthan200K"
"CLM64325","lessthan100K"
"CLM66881","100K-lessthan200K"
"CLM54685","100K-lessthan200K"
"CLM61835","lessthan100K"
"CLM57103","200KandAbove"
"CLM64629","lessthan100K"
"CLM69408","lessthan100K"
"CLM54330","lessthan100K"
"CLM57931","lessthan100K"
"CLM60300","lessthan100K"
"CLM53367","200KandAbove"
"CLM68228","100K-lessthan200K"
"CLM62771","lessthan100K"
"CLM52714","200KandAbove"
"CLM51083","lessthan100K"
"CLM65189","100K-lessthan200K"
"CLM59405","100K-lessthan200K"
"CLM67716","200KandAbove"
"CLM55007","100K-lessthan200K"
"CLM53464","100K-lessthan200K"
"CLM67486","lessthan100K"
"CLM60529","lessthan100K"
"CLM56217","lessthan100K"
"CLM68307","lessthan100K"
"CLM59772","lessthan100K"
"CLM69337","lessthan100K"
"CLM59330","200KandAbove"
"CLM64139","lessthan100K"
"CLM58653","lessthan100K"
"CLM52147","lessthan100K"
"CLM67788","lessthan100K"
"CLM51261","100K-lessthan200K"
"CLM63505","100K-lessthan200K"
"CLM63177","200KandAbove"
"CLM61533","200KandAbove"
"CLM54190","lessthan100K"
"CLM58393","200KandAbove"
"CLM55397","lessthan100K"
"CLM67205","lessthan100K"
"CLM68782","100K-lessthan200K"
"CLM60210","100K-lessthan200K"
"CLM61116","lessthan100K"
"CLM60492","200KandAbove"
"CLM55162","200KandAbove"
"CLM64585","200KandAbove"
"CLM51711","200KandAbove"
"CLM58210","lessthan100K"
"CLM55071","100K-lessthan200K"
"CLM60790","200KandAbove"
"CLM64724","100K-lessthan200K"
"CLM56008","200KandAbove"
"CLM62047","200KandAbove"
"CLM58024","200KandAbove"
"CLM61902","200KandAbove"
"CLM67428","200KandAbove"
"CLM69061","lessthan100K"
"CLM66006","200KandAbove"
"CLM66090","lessthan100K"
"CLM63504","200KandAbove"
"CLM69616","100K-lessthan200K"
"CLM68581","lessthan100K"
"CLM58724","lessthan100K"
"CLM55609","200KandAbove"
"CLM63619","lessthan100K"
"CLM64027","lessthan100K"
"CLM57619","lessthan100K"
"CLM57277","lessthan100K"
"CLM55966","100K-lessthan200K"
"CLM62213","200KandAbove"
"CLM63817","lessthan100K"
"CLM69605","lessthan100K"
"CLM61812","lessthan100K"
"CLM68429","lessthan100K"
"CLM65838","lessthan100K"
"CLM56114","lessthan100K"
"CLM51992","100K-lessthan200K"
"CLM53121","lessthan100K"
"CLM68038","200KandAbove"
"CLM55856","lessthan100K"
"CLM60097","200KandAbove"
"CLM54266","100K-lessthan200K"
"CLM56166","100K-lessthan200K"
"CLM61254","lessthan100K"
"CLM61133","lessthan100K"
"CLM65269","lessthan100K"
"CLM60513","100K-lessthan200K"
"CLM64876","lessthan100K"
"CLM53873","lessthan100K"
"CLM69942","lessthan100K"
"CLM51670","lessthan100K"
"CLM58455","200KandAbove"
"CLM66912","lessthan100K"
"CLM65324","200KandAbove"
"CLM67429","lessthan100K"
"CLM68970","100K-lessthan200K"
"CLM68403","100K-lessthan200K"
"CLM63351","lessthan100K"
"CLM59908","200KandAbove"
"CLM66261","100K-lessthan200K"
"CLM56699","200KandAbove"
"CLM60384","200KandAbove"
"CLM59626","100K-lessthan200K"
"CLM51162","100K-lessthan200K"
"CLM66420","200KandAbove"
"CLM69069","lessthan100K"
"CLM67048","lessthan100K"
"CLM59886","100K-lessthan200K"
"CLM68545","100K-lessthan200K"
"CLM70000","lessthan100K"
"CLM54308","lessthan100K"
"CLM69502","100K-lessthan200K"
"CLM64357","100K-lessthan200K"
"CLM62049","100K-lessthan200K"
"CLM58997","lessthan100K"
"CLM56740","200KandAbove"
"CLM57612","200KandAbove"
"CLM67145","lessthan100K"
"CLM65773","lessthan100K"
"CLM61659","lessthan100K"
"CLM56018","lessthan100K"
"CLM62306","200KandAbove"
"CLM51325","lessthan100K"
"CLM68796","lessthan100K"
"CLM59695","lessthan100K"
"CLM67758","lessthan100K"
"CLM53714","100K-lessthan200K"
"CLM53263","lessthan100K"
"CLM59644","lessthan100K"
"CLM59359","lessthan100K"
"CLM56348","lessthan100K"
"CLM58672","lessthan100K"
"CLM56088","lessthan100K"
"CLM66057","lessthan100K"
"CLM61756","100K-lessthan200K"
"CLM54149","100K-lessthan200K"
"CLM59655","lessthan100K"
"CLM56183","100K-lessthan200K"
"CLM64578","lessthan100K"
"CLM63392","lessthan100K"
"CLM67707","lessthan100K"
"CLM53239","lessthan100K"
"CLM62212","200KandAbove"
"CLM64166","lessthan100K"
"CLM68235","200KandAbove"
"CLM52018","100K-lessthan200K"
"CLM51793","100K-lessthan200K"
"CLM69931","lessthan100K"
"CLM61832","100K-lessthan200K"
"CLM55910","200KandAbove"
"CLM62126","100K-lessthan200K"
"CLM55410","lessthan100K"
"CLM55730","200KandAbove"
"CLM64634","lessthan100K"
"CLM57022","lessthan100K"
"CLM68288","100K-lessthan200K"
"CLM61238","lessthan100K"
"CLM56349","100K-lessthan200K"
"CLM60369","lessthan100K"
"CLM68890","200KandAbove"
"CLM62196","lessthan100K"
"CLM55564","lessthan100K"
"CLM64927","200KandAbove"
"CLM66778","lessthan100K"
"CLM52707","100K-lessthan200K"
"CLM64884","lessthan100K"
"CLM64381","lessthan100K"
"CLM69441","lessthan100K"
"CLM66372","lessthan100K"
"CLM51552","100K-lessthan200K"
"CLM51681","lessthan100K"
"CLM53879","100K-lessthan200K"
"CLM53147","200KandAbove"
"CLM53082","200KandAbove"
"CLM66390","lessthan100K"
"CLM69576","lessthan100K"
"CLM59941","200KandAbove"
"CLM63358","100K-lessthan200K"
"CLM69543","100K-lessthan200K"
"CLM63146","lessthan100K"
"CLM62376","lessthan100K"
"CLM69742","100K-lessthan200K"
"CLM69795","100K-lessthan200K"
"CLM60881","lessthan100K"
"CLM59829","lessthan100K"
"CLM56513","lessthan100K"
"CLM68055","lessthan100K"
"CLM52877","lessthan100K"
"CLM51281","100K-lessthan200K"
"CLM69682","200KandAbove"
"CLM59748","lessthan100K"
"CLM54914","lessthan100K"
"CLM69179","lessthan100K"
"CLM65017","200KandAbove"
"CLM69286","lessthan100K"
"CLM60444","lessthan100K"
"CLM59036","200KandAbove"
"CLM61273","lessthan100K"
"CLM57726","lessthan100K"
"CLM66108","200KandAbove"
"CLM57231","lessthan100K"
"CLM51760","200KandAbove"
"CLM69316","lessthan100K"
"CLM58930","lessthan100K"
"CLM52975","lessthan100K"
"CLM56240","200KandAbove"
"CLM54567","lessthan100K"
"CLM55805","lessthan100K"
"CLM68192","lessthan100K"
"CLM63439","200KandAbove"
"CLM66740","lessthan100K"
"CLM61194","100K-lessthan200K"
"CLM65521","100K-lessthan200K"
"CLM56169","lessthan100K"
"CLM62172","lessthan100K"
"CLM51360","lessthan100K"
"CLM64005","200KandAbove"
"CLM66961","lessthan100K"
"CLM68909","lessthan100K"
"CLM64755","lessthan100K"
"CLM58262","200KandAbove"
"CLM59138","lessthan100K"
"CLM55570","100K-lessthan200K"
"CLM68646","200KandAbove"
"CLM67327","lessthan100K"
"CLM64586","lessthan100K"
"CLM63515","lessthan100K"
"CLM56456","100K-lessthan200K"
"CLM62034","lessthan100K"
"CLM67230","100K-lessthan200K"
"CLM51847","100K-lessthan200K"
"CLM56037","200KandAbove"
"CLM57289","lessthan100K"
"CLM60684","100K-lessthan200K"
"CLM53914","lessthan100K"
"CLM55961","100K-lessthan200K"
"CLM56251","lessthan100K"
"CLM69994","100K-lessthan200K"
"CLM57651","lessthan100K"
"CLM65632","100K-lessthan200K"
"CLM57078","lessthan100K"
"CLM52283","200KandAbove"
"CLM62268","100K-lessthan200K"
"CLM57932","lessthan100K"
"CLM69893","lessthan100K"
"CLM60773","lessthan100K"
"CLM68028","200KandAbove"
"CLM55301","200KandAbove"
"CLM60758","200KandAbove"
"CLM54546","100K-lessthan200K"
"CLM54016","200KandAbove"
"CLM65282","lessthan100K"
"CLM55845","lessthan100K"
"CLM59124","100K-lessthan200K"
"CLM61213","lessthan100K"
"CLM53306","200KandAbove"
"CLM63345","200KandAbove"
"CLM59253","100K-lessthan200K"
"CLM61366","lessthan100K"
"CLM65094","lessthan100K"
"CLM58521","200KandAbove"
"CLM54897","100K-lessthan200K"
"CLM60791","lessthan100K"
"CLM60514","100K-lessthan200K"
"CLM61933","200KandAbove"
"CLM56521","200KandAbove"
"CLM61580","lessthan100K"
"CLM59088","200KandAbove"
"CLM55791","lessthan100K"
"CLM66289","200KandAbove"
"CLM67047","lessthan100K"
"CLM59314","lessthan100K"
"CLM51745","lessthan100K"
"CLM62353","lessthan100K"
"CLM53387","100K-lessthan200K"
"CLM64873","lessthan100K"
"CLM52162","lessthan100K"
"CLM68642","100K-lessthan200K"
"CLM69694","lessthan100K"
"CLM59827","lessthan100K"
"CLM67462","200KandAbove"
"CLM70029","200KandAbove"
"CLM59832","200KandAbove"
"CLM66579","100K-lessthan200K"
"CLM60290","lessthan100K"
"CLM68099","200KandAbove"
"CLM69873","lessthan100K"
"CLM56043","lessthan100K"
"CLM54540","lessthan100K"
"CLM65638","lessthan100K"
"CLM57957","200KandAbove"
"CLM66612","100K-lessthan200K"
"CLM57421","lessthan100K"
"CLM66298","lessthan100K"
"CLM64112","200KandAbove"
"CLM69707","lessthan100K"
"CLM67676","lessthan100K"
"CLM65891","lessthan100K"
"CLM54130","200KandAbove"
"CLM58640","lessthan100K"
"CLM59898","100K-lessthan200K"
"CLM57720","lessthan100K"
"CLM65845","lessthan100K"
"CLM63633","lessthan100K"
"CLM56495","lessthan100K"
"CLM60533","lessthan100K"
"CLM63859","lessthan100K"
"CLM60848","200KandAbove"
"CLM62966","100K-lessthan200K"
"CLM61842","lessthan100K"
"CLM53894","200KandAbove"
"CLM59872","100K-lessthan200K"
"CLM61044","200KandAbove"
"CLM66978","200KandAbove"
"CLM61554","lessthan100K"
"CLM52727","lessthan100K"
"CLM66497","200KandAbove"
"CLM63639","lessthan100K"
"CLM67151","lessthan100K"
"CLM53405","lessthan100K"
"CLM63105","100K-lessthan200K"
"CLM55787","200KandAbove"
"CLM61160","200KandAbove"
"CLM54749","lessthan100K"
"CLM66580","100K-lessthan200K"
"CLM56278","100K-lessthan200K"
"CLM59951","200KandAbove"
"CLM68485","lessthan100K"
"CLM67320","lessthan100K"
"CLM64933","100K-lessthan200K"
"CLM68950","lessthan100K"
"CLM66901","lessthan100K"
"CLM67731","100K-lessthan200K"
"CLM58306","lessthan100K"
"CLM65679","lessthan100K"
"CLM55287","lessthan100K"
"CLM67871","100K-lessthan200K"
"CLM61550","200KandAbove"
"CLM55738","lessthan100K"
"CLM51630","lessthan100K"
"CLM69955","lessthan100K"
"CLM59560","200KandAbove"
"CLM61608","lessthan100K"
"CLM62760","lessthan100K"
"CLM69324","lessthan100K"
"CLM55267","lessthan100K"
"CLM52728","lessthan100K"
"CLM64129","lessthan100K"
"CLM53609","lessthan100K"
"CLM54599","lessthan100K"
"CLM56782","200KandAbove"
"CLM57130","lessthan100K"
"CLM54905","200KandAbove"
"CLM69669","lessthan100K"
"CLM54254","lessthan100K"
"CLM53250","lessthan100K"
"CLM52129","lessthan100K"
"CLM69808","lessthan100K"
"CLM53725","lessthan100K"
"CLM64397","lessthan100K"
"CLM57525","100K-lessthan200K"
"CLM59245","lessthan100K"
"CLM53034","lessthan100K"
"CLM60851","200KandAbove"
"CLM53496","200KandAbove"
"CLM62155","100K-lessthan200K"
"CLM52132","100K-lessthan200K"
"CLM60713","100K-lessthan200K"
"CLM52131","200KandAbove"
"CLM68574","100K-lessthan200K"
"CLM68663","100K-lessthan200K"
"CLM65427","lessthan100K"
"CLM59194","lessthan100K"
"CLM55297","lessthan100K"
"CLM66091","100K-lessthan200K"
"CLM57199","200KandAbove"
"CLM54939","200KandAbove"
"CLM61218","lessthan100K"
"CLM68128","200KandAbove"
"CLM69903","lessthan100K"
"CLM69661","lessthan100K"
"CLM57993","lessthan100K"
"CLM59213","lessthan100K"
"CLM56629","200KandAbove"
"CLM58844","100K-lessthan200K"
"CLM59144","lessthan100K"
"CLM61802","lessthan100K"
"CLM52485","200KandAbove"
"CLM61644","lessthan100K"
"CLM55189","200KandAbove"
"CLM67318","lessthan100K"
"CLM65227","lessthan100K"
"CLM53652","100K-lessthan200K"
"CLM60093","lessthan100K"
"CLM68669","lessthan100K"
"CLM53091","lessthan100K"
"CLM54367","lessthan100K"
"CLM52363","200KandAbove"
"CLM51886","lessthan100K"
"CLM69356","lessthan100K"
"CLM58765","lessthan100K"
"CLM64433","lessthan100K"
"CLM58929","100K-lessthan200K"
"CLM59296","lessthan100K"
"CLM64076","100K-lessthan200K"
"CLM54539","lessthan100K"
"CLM66019","lessthan100K"
"CLM55425","200KandAbove"
"CLM52954","lessthan100K"
"CLM61385","200KandAbove"
"CLM66711","lessthan100K"
"CLM55712","lessthan100K"
"CLM59467","lessthan100K"
"CLM56920","200KandAbove"
"CLM52878","200KandAbove"
"CLM67988","lessthan100K"
"CLM61241","lessthan100K"
"CLM56309","200KandAbove"
"CLM56531","lessthan100K"
"CLM53869","200KandAbove"
"CLM51970","lessthan100K"
"CLM55217","200KandAbove"
"CLM53793","200KandAbove"
"CLM52736","200KandAbove"
"CLM58054","lessthan100K"
"CLM59443","lessthan100K"
"CLM55062","200KandAbove"
"CLM62270","lessthan100K"
"CLM54031","200KandAbove"
"CLM70071","lessthan100K"
"CLM59292","100K-lessthan200K"
"CLM60818","lessthan100K"
"CLM56481","lessthan100K"
"CLM54192","lessthan100K"
"CLM57960","lessthan100K"
"CLM56506","100K-lessthan200K"
"CLM69878","100K-lessthan200K"
"CLM56526","100K-lessthan200K"
"CLM62714","lessthan100K"
"CLM51946","lessthan100K"
"CLM55058","lessthan100K"
"CLM57634","lessthan100K"
"CLM67690","lessthan100K"
"CLM66680","200KandAbove"
"CLM66523","lessthan100K"
"CLM60324","lessthan100K"
"CLM54301","lessthan100K"
"CLM62218","200KandAbove"
"CLM56978","100K-lessthan200K"
"CLM51872","100K-lessthan200K"
"CLM55379","100K-lessthan200K"
"CLM60057","100K-lessthan200K"
"CLM57044","lessthan100K"
"CLM60448","lessthan100K"
"CLM54361","100K-lessthan200K"
"CLM68068","200KandAbove"
"CLM60131","lessthan100K"
"CLM59990","lessthan100K"
"CLM67672","lessthan100K"
"CLM65618","100K-lessthan200K"
"CLM57503","100K-lessthan200K"
"CLM58235","200KandAbove"
"CLM64277","lessthan100K"
"CLM51011","100K-lessthan200K"
"CLM70144","lessthan100K"
"CLM58698","200KandAbove"
"CLM59893","200KandAbove"
"CLM62688","lessthan100K"
"CLM56894","lessthan100K"
"CLM62601","lessthan100K"
"CLM55869","200KandAbove"
"CLM51049","200KandAbove"
"CLM67845","200KandAbove"
"CLM59696","lessthan100K"
"CLM62862","lessthan100K"
"CLM55489","lessthan100K"
