"PolicyID","PolicyType","PolicyForm","Employment_status","BusinessClass","Perperson_Policylimit","PerOccurrence_PolicyLimit","CombinedSingleLimit","ClaimID","PolicyLimitPerInjury"
"P279729",2,1,"N",14,0,0,1000000,"CLM55729",1000000
"P282363",2,1,"Y",14,1000000,0,0,"CLM58363",1000000
"P275278",1,1,"Y",14,0,0,1000000,"CLM51278",1000000
"P276718",2,1,"Y",7,0,0,500024,"CLM52718",500024
"P277973",2,1,"N",7,0,0,1000000,"CLM53973",1000000
"P283341",2,1,"Y",8,1000000,0,1000000,"CLM59341",1000000
"P287884",2,1,"Y",7,0,0,1000000,"CLM63884",1000000
"P276181",2,1,"Y",7,0,0,1000000,"CLM52181",1000000
"P279429",3,1,"N",8,0,500000,0,"CLM55429",500000
"P288324",2,1,"Y",7,0,0,5000000,"CLM64324",5000000
"P280995",1,1,"Y",6,0,1000000,0,"CLM56995",1000000
"P285500",1,1,"Y",6,0,1000000,0,"CLM61500",1000000
"P292987",2,1,"Y",15,0,0,1000000,"CLM68987",1000000
"P279753",2,1,"Y",7,1000000,0,0,"CLM55753",1000000
"P289984",1,1,"N",1,0,1000000,0,"CLM65984",1000000
"P287797",4,2,"N",23,0,1000000,0,"CLM63797",1000000
"P293303",2,1,"Y",7,0,0,5000000,"CLM69303",5000000
"P287488",1,1,"Y",14,0,1000000,0,"CLM63488",1000000
"P283681",2,1,"Y",7,1038000,1038000,1038000,"CLM59681",1038000
"P286289",2,1,"Y",7,0,0,500001,"CLM62289",500001
"P288249",2,1,"Y",14,0,0,1000000,"CLM64249",1000000
"P292725",2,1,"N",15,0,7000000,0,"CLM68725",7000000
"P279326",2,1,"Y",7,0,300000,0,"CLM55326",300000
"P278999",1,1,"Y",8,0,0,50000000,"CLM54999",50000000
"P291885",1,1,"Y",1,0,500000,0,"CLM67885",500000
"P290300",2,1,"Y",7,0,0,1000000,"CLM66300",1000000
"P280797",2,1,"Y",7,0,0,2000000,"CLM56797",2000000
"P292525",2,1,"Y",7,0,0,1000000,"CLM68525",1000000
"P293406",3,1,"N",14,0,1000000,0,"CLM69406",1000000
"P282700",2,1,"Y",8,0,0,1000000,"CLM58700",1000000
"P280112",2,1,"Y",8,50000,100000,0,"CLM56112",50000
"P286991",3,1,"Y",8,0,1000000,0,"CLM62991",1000000
"P278379",2,1,"Y",7,0,0,500000,"CLM54379",500000
"P290224",4,1,"N",22,0,5000000,5000000,"CLM66224",5000000
"P275329",2,1,"N",26,0,1000000,0,"CLM51329",1000000
"P286614",1,1,"N",8,0,1000000,0,"CLM62614",1000000
"P281582",2,1,"Y",26,0,0,1000000,"CLM57582",1000000
"P288197",1,1,"Y",26,0,1000000,0,"CLM64197",1000000
"P291067",2,1,"N",7,0,1000016,1000016,"CLM67067",1000016
"P281496",1,1,"Y",17,0,1000000,0,"CLM57496",1000000
"P276955",1,1,"N",8,0,0,1000000,"CLM52955",1000000
"P283659",2,1,"N",7,0,500016,500016,"CLM59659",500016
"P278499",2,1,"Y",14,0,0,1000000,"CLM54499",1000000
"P282893",4,2,"Y",19,0,100000,300000,"CLM58893",100000
"P276406",3,1,"Y",15,0,1000000,0,"CLM52406",1000000
"P280548",1,1,"Y",13,0,0,1000000,"CLM56548",1000000
"P289112",2,1,"N",7,0,0,1000000,"CLM65112",1000000
"P291905",4,1,"N",19,0,5000000,5000000,"CLM67905",5000000
"P290646",3,1,"Y",14,0,2000000,0,"CLM66646",2000000
"P279230",1,1,"Y",6,0,1000000,0,"CLM55230",1000000
"P293109",2,1,"Y",26,1000000,1000000,0,"CLM69109",1000000
"P275296",1,1,"Y",17,0,1000000,0,"CLM51296",1000000
"P289866",2,1,"Y",26,0,1000000,0,"CLM65866",1000000
"P285340",1,1,"Y",14,0,1000000,0,"CLM61340",1000000
"P288425",1,1,"Y",14,0,0,1000000,"CLM64425",1000000
"P275637",2,1,"Y",8,100000,300000,0,"CLM51637",100000
"P278620",2,1,"N",26,0,0,1000000,"CLM54620",1000000
"P293967",1,1,"Y",1,0,500000,0,"CLM69967",500000
"P292928",2,1,"Y",17,500000,500000,0,"CLM68928",500000
"P279086",3,1,"N",26,0,1000000,1000000,"CLM55086",1000000
"P282705",2,1,"Y",8,0,0,1000000,"CLM58705",1000000
"P285178",2,1,"N",26,50000,100000,0,"CLM61178",50000
"P289100",1,1,"Y",6,0,1000000,1000000,"CLM65100",1000000
"P281008",2,1,"Y",8,0,0,300000,"CLM57008",300000
"P278884",2,1,"N",7,0,0,500025,"CLM54884",500025
"P284502",2,1,"Y",10,0,0,400000,"CLM60502",400000
"P287341",1,1,"Y",14,0,0,1000000,"CLM63341",1000000
"P293789",2,1,"N",26,0,1000000,0,"CLM69789",1000000
"P282791",1,1,"Y",26,0,0,1000000,"CLM58791",1000000
"P285936",1,1,"N",6,0,1000000,0,"CLM61936",1000000
"P277647",2,1,"Y",7,0,0,1000000,"CLM53647",1000000
"P282884",1,1,"Y",16,0,1000000,0,"CLM58884",1000000
"P275987",4,2,"N",19,0,1000000,0,"CLM51987",1000000
"P288334",2,1,"N",7,0,0,1000000,"CLM64334",1000000
"P285630",2,1,"Y",14,0,0,500000,"CLM61630",500000
"P284292",2,1,"N",26,50000,100000,0,"CLM60292",50000
"P291093",3,1,"Y",1,0,1000000,0,"CLM67093",1000000
"P291754",2,1,"N",8,0,0,1000000,"CLM67754",1000000
"P286967",2,1,"Y",14,1000000,0,0,"CLM62967",1000000
"P280687",1,1,"Y",6,0,1000000,0,"CLM56687",1000000
"P284481",2,1,"Y",7,0,0,1000000,"CLM60481",1000000
"P292135",4,1,"N",22,0,5000000,5000000,"CLM68135",5000000
"P282758",2,1,"Y",8,0,0,5000000,"CLM58758",5000000
"P287147",4,2,"N",19,0,100000,0,"CLM63147",100000
"P288633",2,1,"N",26,0,0,1000001,"CLM64633",1000001
"P292765",4,1,"N",23,0,1000000,0,"CLM68765",1000000
"P291305",2,1,"N",7,0,0,1000000,"CLM67305",1000000
"P292230",2,1,"Y",15,0,0,1000000,"CLM68230",1000000
"P278095",4,2,"N",22,0,5000000,0,"CLM54095",5000000
"P281727",1,1,"Y",8,0,500000,0,"CLM57727",500000
"P289128",2,1,"Y",14,1000000,1000000,1000000,"CLM65128",1000000
"P286693",2,1,"N",7,0,0,750000,"CLM62693",750000
"P283497",1,1,"N",8,0,1000000,1000000,"CLM59497",1000000
"P282010",2,1,"Y",7,0,1000016,1000016,"CLM58010",1000016
"P290735",2,1,"Y",8,0,0,1000000,"CLM66735",1000000
"P278005",3,1,"Y",17,0,1000000,0,"CLM54005",1000000
"P290884",2,1,"Y",7,0,0,1000001,"CLM66884",1000001
"P284462",2,1,"Y",11,0,0,300072,"CLM60462",300072
"P289697",1,1,"N",8,0,500000,0,"CLM65697",500000
"P286546",2,1,"Y",26,1000000,1000000,1000000,"CLM62546",1000000
"P278889",2,1,"N",8,0,1000000,0,"CLM54889",1000000
"P280918",2,1,"Y",7,1000000,0,0,"CLM56918",1000000
"P289672",2,1,"Y",14,1000000,1000000,1000000,"CLM65672",1000000
"P279722",2,1,"Y",14,0,0,1000000,"CLM55722",1000000
"P279631",2,1,"N",7,1000000,1000000,1000000,"CLM55631",1000000
"P284458",2,1,"Y",14,0,0,300000,"CLM60458",300000
"P286766",2,1,"Y",6,1000000,1000000,1000000,"CLM62766",1000000
"P293894",2,1,"N",8,0,0,350000,"CLM69894",350000
"P291807",1,1,"N",26,1000000,1000000,1000000,"CLM67807",1000000
"P287112",2,1,"N",7,0,0,1000000,"CLM63112",1000000
"P278548",2,1,"N",26,0,0,1000000,"CLM54548",1000000
"P289322",2,1,"N",14,300000,500000,0,"CLM65322",300000
"P275166",2,1,"Y",7,750000,0,0,"CLM51166",750000
"P283348",2,1,"Y",7,0,0,1000000,"CLM59348",1000000
"P276465",2,1,"N",7,0,0,1000000,"CLM52465",1000000
"P282309",2,1,"N",1,0,0,100000,"CLM58309",100000
"P288039",1,1,"Y",17,0,1000000,0,"CLM64039",1000000
"P282014",2,1,"Y",26,0,0,5000000,"CLM58014",5000000
"P287894",4,2,"Y",19,0,1000000,0,"CLM63894",1000000
"P275545",4,1,"Y",19,0,1000000,3000000,"CLM51545",1000000
"P290302",4,1,"N",22,0,5000000,5000000,"CLM66302",5000000
"P291692",4,2,"N",19,0,1000000,0,"CLM67692",1000000
"P283754",2,1,"Y",26,0,0,1000000,"CLM59754",1000000
"P288244",2,1,"Y",7,0,0,1000000,"CLM64244",1000000
"P280470",2,1,"Y",9,0,0,1000000,"CLM56470",1000000
"P275398",1,1,"Y",16,0,0,1000000,"CLM51398",1000000
"P277744",2,1,"Y",7,0,0,1000000,"CLM53744",1000000
"P286807",2,1,"Y",7,0,0,5000000,"CLM62807",5000000
"P282806",3,1,"N",26,0,1000000,0,"CLM58806",1000000
"P288890",1,1,"Y",26,0,0,300000,"CLM64890",300000
"P287665",4,2,"N",20,0,1000000,3000000,"CLM63665",1000000
"P294086",1,1,"N",1,0,500000,0,"CLM70086",500000
"P279936",2,1,"N",7,0,0,1000025,"CLM55936",1000025
"P291482",2,1,"Y",6,0,0,1000000,"CLM67482",1000000
"P292774",4,2,"N",19,0,200000,0,"CLM68774",200000
"P284336",2,1,"N",7,0,0,1000000,"CLM60336",1000000
"P285925",2,1,"Y",7,1000000,1000000,0,"CLM61925",1000000
"P278945",1,1,"N",8,0,0,50000000,"CLM54945",50000000
"P284347",2,1,"Y",10,0,0,100000,"CLM60347",100000
"P288411",4,2,"Y",19,0,1000000,0,"CLM64411",1000000
"P277316",2,1,"Y",7,0,0,1000000,"CLM53316",1000000
"P284393",4,1,"N",22,0,5000000,5000000,"CLM60393",5000000
"P283415",2,1,"N",14,0,0,1000000,"CLM59415",1000000
"P292490",2,1,"N",26,0,0,1000001,"CLM68490",1000001
"P277544",2,1,"Y",15,1000000,0,0,"CLM53544",1000000
"P293572",2,1,"N",26,0,0,300000,"CLM69572",300000
"P293268",2,1,"Y",14,0,0,1000000,"CLM69268",1000000
"P284052",1,1,"N",8,0,0,1000000,"CLM60052",1000000
"P290780",2,1,"N",7,0,1000016,1000016,"CLM66780",1000016
"P285604",3,1,"Y",8,0,0,1000000,"CLM61604",1000000
"P275098",2,1,"Y",7,100000,100000,100000,"CLM51098",100000
"P293001",4,1,"N",22,0,5000000,5000000,"CLM69001",5000000
"P289362",3,1,"Y",13,0,1000000,0,"CLM65362",1000000
"P279874",5,1,"Y",8,0,1000000,0,"CLM55874",1000000
"P290281",4,1,"Y",22,0,5000000,5000000,"CLM66281",5000000
"P284596",2,1,"Y",14,0,0,1000000,"CLM60596",1000000
"P291921",2,1,"Y",7,0,0,1000000,"CLM67921",1000000
"P289495",1,1,"Y",16,0,0,1000000,"CLM65495",1000000
"P287785",2,1,"Y",7,0,0,1000005,"CLM63785",1000005
"P275488",2,1,"Y",8,0,0,1000000,"CLM51488",1000000
"P293601",3,1,"Y",14,0,1000000,0,"CLM69601",1000000
"P291396",2,1,"Y",14,0,0,500000,"CLM67396",500000
"P293504",3,1,"Y",26,0,0,1000000,"CLM69504",1000000
"P293478",2,1,"N",8,0,0,1000000,"CLM69478",1000000
"P285843",2,1,"N",10,100000,300000,0,"CLM61843",100000
"P286476",2,1,"Y",7,0,0,1000000,"CLM62476",1000000
"P281997",1,1,"N",9,0,0,1000000,"CLM57997",1000000
"P279575",2,1,"Y",7,0,0,1000000,"CLM55575",1000000
"P286857",2,1,"N",26,0,1000000,0,"CLM62857",1000000
"P291837",2,1,"Y",7,0,0,1000000,"CLM67837",1000000
"P282600",2,1,"Y",6,0,0,1000000,"CLM58600",1000000
"P280902",2,1,"Y",7,0,0,500000,"CLM56902",500000
"P280992",3,1,"Y",8,0,1000000,0,"CLM56992",1000000
"P283129",2,1,"Y",7,0,0,750000,"CLM59129",750000
"P291750",4,1,"Y",22,0,5000000,5000000,"CLM67750",5000000
"P285780",4,2,"N",19,0,200000,600000,"CLM61780",200000
"P285183",2,1,"N",7,0,0,1000069,"CLM61183",1000069
"P294002",2,1,"Y",15,0,0,1000061,"CLM70002",1000061
"P276730",4,2,"N",19,0,200000,0,"CLM52730",200000
"P287196",2,1,"Y",8,0,1000000,0,"CLM63196",1000000
"P282324",1,2,"Y",1,0,0,200000,"CLM58324",200000
"P290377",4,2,"Y",19,0,500000,0,"CLM66377",500000
"P277102",2,1,"Y",7,0,0,1000000,"CLM53102",1000000
"P276402",1,1,"Y",14,0,1000000,0,"CLM52402",1000000
"P289414",2,1,"Y",7,0,0,2000000,"CLM65414",2000000
"P284083",1,1,"N",6,0,0,1000000,"CLM60083",1000000
"P284570",2,1,"Y",8,0,0,1000000,"CLM60570",1000000
"P283023",2,1,"Y",10,100000,300000,0,"CLM59023",100000
"P285076",4,1,"Y",26,0,1000000,0,"CLM61076",1000000
"P282461",2,1,"Y",18,0,0,1000000,"CLM58461",1000000
"P292078",2,1,"Y",1,50000,100000,0,"CLM68078",50000
"P293479",2,1,"Y",7,0,0,1000000,"CLM69479",1000000
"P292739",2,1,"Y",7,1000000,1000000,1000000,"CLM68739",1000000
"P292124",1,1,"Y",26,0,1000000,0,"CLM68124",1000000
"P275351",2,1,"N",6,0,0,1000000,"CLM51351",1000000
"P281370",2,1,"Y",8,0,0,100000,"CLM57370",100000
"P289739",3,1,"Y",8,0,1000000,0,"CLM65739",1000000
"P287500",2,1,"Y",26,1000000,1000000,1000000,"CLM63500",1000000
"P283648",2,1,"Y",7,0,0,500005,"CLM59648",500005
"P278069",1,1,"Y",8,0,5000000,0,"CLM54069",5000000
"P287774",2,1,"Y",7,0,0,1000000,"CLM63774",1000000
"P275407",2,1,"Y",7,0,1000000,0,"CLM51407",1000000
"P281959",1,1,"Y",14,0,0,1000000,"CLM57959",1000000
"P285971",1,1,"Y",8,0,0,500000,"CLM61971",500000
"P282058",1,1,"Y",16,0,1000000,2000000,"CLM58058",1000000
"P290065",1,1,"Y",1,0,300000,0,"CLM66065",300000
"P278801",1,1,"Y",14,0,0,1000000,"CLM54801",1000000
"P284900",1,1,"Y",26,0,1000000,0,"CLM60900",1000000
"P277593",4,1,"N",23,0,0,1000000,"CLM53593",1000000
"P283320",1,1,"N",8,0,1000000,0,"CLM59320",1000000
"P279206",2,1,"N",14,0,0,1000000,"CLM55206",1000000
"P285786",1,1,"Y",16,0,1000000,0,"CLM61786",1000000
"P286220",4,1,"N",22,0,5000000,5000000,"CLM62220",5000000
"P280478",2,1,"Y",7,0,0,5000000,"CLM56478",5000000
"P290662",3,1,"N",18,0,1000000,0,"CLM66662",1000000
"P292234",2,1,"Y",9,0,0,1000000,"CLM68234",1000000
"P293193",2,1,"Y",7,0,0,1000000,"CLM69193",1000000
"P290658",2,1,"N",7,0,0,1000000,"CLM66658",1000000
"P282030",2,1,"Y",8,0,0,1000000,"CLM58030",1000000
"P292452",2,1,"Y",7,0,0,55025,"CLM68452",55025
"P288281",2,1,"Y",7,0,0,1000031,"CLM64281",1000031
"P282079",2,1,"N",26,0,0,1000000,"CLM58079",1000000
"P287453",1,1,"N",26,0,1000000,0,"CLM63453",1000000
"P281427",4,2,"N",19,0,200000,0,"CLM57427",200000
"P287150",1,1,"Y",8,0,1000000,0,"CLM63150",1000000
"P286711",4,1,"Y",19,0,200000,0,"CLM62711",200000
"P294094",2,1,"N",26,0,0,1000001,"CLM70094",1000001
"P291229",2,1,"Y",7,0,5000000,0,"CLM67229",5000000
"P287695",2,1,"N",7,0,0,1000000,"CLM63695",1000000
"P282818",4,2,"Y",22,0,100000,0,"CLM58818",100000
"P275862",1,1,"Y",7,0,0,1000000,"CLM51862",1000000
"P276825",2,1,"Y",26,0,0,300000,"CLM52825",300000
"P280666",3,1,"Y",17,0,1000000,0,"CLM56666",1000000
"P279335",2,1,"Y",7,0,0,1000025,"CLM55335",1000025
"P289361",2,1,"N",7,0,5000000,0,"CLM65361",5000000
"P292775",2,1,"Y",15,0,0,1000000,"CLM68775",1000000
"P283965",2,1,"N",14,1000000,2000000,0,"CLM59965",1000000
"P277520",2,1,"Y",7,0,0,1000000,"CLM53520",1000000
"P292017",2,1,"Y",7,0,0,1000000,"CLM68017",1000000
"P290182",4,1,"N",22,0,5000000,5000000,"CLM66182",5000000
"P276169",2,1,"Y",14,0,0,1000000,"CLM52169",1000000
"P282828",2,1,"Y",14,0,0,300000,"CLM58828",300000
"P279433",3,1,"N",8,0,500000,0,"CLM55433",500000
"P285448",1,1,"Y",6,0,300000,300000,"CLM61448",300000
"P275609",1,1,"Y",8,0,0,500000,"CLM51609",500000
"P288050",2,1,"Y",7,0,0,1000000,"CLM64050",1000000
"P284075",2,1,"N",7,0,0,1000000,"CLM60075",1000000
"P290079",2,1,"Y",14,0,0,1000001,"CLM66079",1000001
"P288383",2,1,"Y",7,1000000,0,0,"CLM64383",1000000
"P282367",2,1,"Y",8,1000000,1000000,1000000,"CLM58367",1000000
"P291201",2,1,"Y",7,0,0,1000000,"CLM67201",1000000
"P285625",3,1,"Y",8,0,1000000,0,"CLM61625",1000000
"P286817",4,2,"N",23,0,1000000,0,"CLM62817",1000000
"P281539",2,1,"Y",26,0,0,1000000,"CLM57539",1000000
"P289443",5,1,"N",10,0,1000000,1000000,"CLM65443",1000000
"P277898",2,1,"N",7,0,0,1000000,"CLM53898",1000000
"P288530",4,1,"Y",22,0,5000000,5000000,"CLM64530",5000000
"P288485",1,1,"N",26,0,1000000,0,"CLM64485",1000000
"P287040",2,1,"N",26,50000,100001,0,"CLM63040",50000
"P285379",1,1,"Y",26,0,0,1000000,"CLM61379",1000000
"P282372",4,2,"Y",19,0,500000,0,"CLM58372",500000
"P286235",4,1,"N",22,0,5000000,5000000,"CLM62235",5000000
"P282476",2,1,"Y",26,0,0,500001,"CLM58476",500001
"P276665",3,1,"Y",16,0,1000000,0,"CLM52665",1000000
"P287445",2,1,"Y",7,0,0,750000,"CLM63445",750000
"P289669",2,1,"Y",8,1000000,0,0,"CLM65669",1000000
"P291459",2,1,"Y",8,0,0,1000000,"CLM67459",1000000
"P291007",2,1,"Y",8,0,0,1000000,"CLM67007",1000000
"P289433",1,1,"Y",26,0,1000000,0,"CLM65433",1000000
"P280953",1,1,"Y",6,0,1000000,0,"CLM56953",1000000
"P282721",2,1,"Y",11,0,0,55000,"CLM58721",55000
"P293936",2,1,"Y",7,0,0,1000000,"CLM69936",1000000
"P279051",4,1,"N",22,0,1000000,0,"CLM55051",1000000
"P289946",2,1,"N",26,0,0,5000000,"CLM65946",5000000
"P285035",2,1,"Y",8,500000,500000,0,"CLM61035",500000
"P288038",2,1,"Y",26,0,0,1000040,"CLM64038",1000040
"P290965",2,1,"Y",7,0,0,1000008,"CLM66965",1000008
"P293610",2,1,"N",7,0,1000016,1000016,"CLM69610",1000016
"P275388",3,1,"Y",26,0,1000000,0,"CLM51388",1000000
"P282519",3,1,"N",26,0,0,1000000,"CLM58519",1000000
"P290598",2,1,"Y",7,0,0,500000,"CLM66598",500000
"P285891",4,2,"Y",19,0,500000,1000000,"CLM61891",500000
"P278299",3,1,"Y",26,0,0,3000000,"CLM54299",3000000
"P278049",4,2,"N",19,0,200000,0,"CLM54049",200000
"P280474",2,1,"Y",7,0,0,1000000,"CLM56474",1000000
"P277324",2,1,"Y",6,0,0,500000,"CLM53324",500000
"P277578",2,1,"N",9,0,0,1000000,"CLM53578",1000000
"P280848",1,1,"N",9,0,0,2000000,"CLM56848",2000000
"P279121",2,1,"N",9,0,0,1000000,"CLM55121",1000000
"P285171",2,1,"N",26,0,0,500001,"CLM61171",500001
"P290562",2,1,"Y",26,0,0,1000000,"CLM66562",1000000
"P288561",4,2,"N",19,0,4000000,0,"CLM64561",4000000
"P291615",5,1,"N",26,0,500000,1000000,"CLM67615",500000
"P276717",2,1,"Y",26,0,0,1000000,"CLM52717",1000000
"P277197",1,1,"Y",26,0,0,1000000,"CLM53197",1000000
"P280943",2,1,"Y",14,0,0,1000000,"CLM56943",1000000
"P279598",4,1,"N",22,0,5000000,5000000,"CLM55598",5000000
"P290442",2,1,"Y",8,0,0,350000,"CLM66442",350000
"P279786",3,1,"N",8,0,0,1000000,"CLM55786",1000000
"P288276",2,1,"Y",14,0,0,1000000,"CLM64276",1000000
"P292535",2,1,"N",7,0,1000016,1000016,"CLM68535",1000016
"P284688",5,1,"Y",26,0,1000000,0,"CLM60688",1000000
"P289937",2,1,"N",7,0,0,2000000,"CLM65937",2000000
"P282611",4,2,"N",19,0,500000,0,"CLM58611",500000
"P276144",2,1,"Y",7,0,0,500024,"CLM52144",500024
"P275167",2,1,"Y",9,0,0,1000000,"CLM51167",1000000
"P289731",2,1,"N",7,0,0,1000025,"CLM65731",1000025
"P283224",3,1,"N",9,0,1000000,0,"CLM59224",1000000
"P285253",2,1,"Y",26,0,0,1000000,"CLM61253",1000000
"P293952",2,1,"Y",26,0,1000000,0,"CLM69952",1000000
"P275450",2,1,"Y",3,0,0,1000000,"CLM51450",1000000
"P278680",1,1,"Y",7,0,1000000,0,"CLM54680",1000000
"P292779",2,1,"Y",14,0,0,1000000,"CLM68779",1000000
"P281941",2,1,"N",7,0,500016,500016,"CLM57941",500016
"P293680",2,1,"Y",8,1000000,1000000,0,"CLM69680",1000000
"P275861",2,1,"N",8,0,0,500000,"CLM51861",500000
"P280433",4,2,"N",19,0,200000,0,"CLM56433",200000
"P285080",2,1,"Y",8,1000000,1000000,0,"CLM61080",1000000
"P288579",2,1,"Y",7,0,0,1000000,"CLM64579",1000000
"P284969",2,1,"Y",8,0,0,1000000,"CLM60969",1000000
"P287124",4,2,"N",23,0,1000000,0,"CLM63124",1000000
"P277806",1,1,"Y",26,0,2000000,0,"CLM53806",2000000
"P284635",2,1,"Y",8,0,0,1000000,"CLM60635",1000000
"P290873",2,1,"Y",26,2500000,2500000,2500000,"CLM66873",2500000
"P279204",4,2,"Y",26,0,200000,0,"CLM55204",200000
"P291479",2,1,"N",5,0,0,1000000,"CLM67479",1000000
"P280486",2,1,"Y",26,0,1000000,0,"CLM56486",1000000
"P283329",1,1,"Y",7,0,0,2000000,"CLM59329",2000000
"P277532",2,1,"Y",8,0,0,1000000,"CLM53532",1000000
"P283402",2,1,"Y",7,0,0,750000,"CLM59402",750000
"P291524",2,1,"N",7,0,500000,0,"CLM67524",500000
"P276117",2,1,"Y",8,1000000,0,0,"CLM52117",1000000
"P287204",2,1,"Y",6,0,0,1000000,"CLM63204",1000000
"P292702",2,1,"Y",14,100000,300000,0,"CLM68702",100000
"P289505",1,1,"Y",14,0,0,500000,"CLM65505",500000
"P286060",1,1,"Y",26,0,0,1000000,"CLM62060",1000000
"P284479",1,1,"Y",8,0,3000000,1000000,"CLM60479",3000000
"P281632",2,1,"Y",8,0,1000000,0,"CLM57632",1000000
"P286691",2,1,"Y",7,0,0,1000025,"CLM62691",1000025
"P287910",4,2,"N",19,0,0,4100000,"CLM63910",4100000
"P290905",2,1,"N",26,1000000,0,0,"CLM66905",1000000
"P291134",2,1,"N",26,0,1000000,1000000,"CLM67134",1000000
"P280789",1,1,"N",26,0,1000000,0,"CLM56789",1000000
"P284763",3,1,"Y",14,0,0,1000000,"CLM60763",1000000
"P289113",2,1,"N",8,0,9950000,9950000,"CLM65113",9950000
"P291299",4,2,"Y",19,0,200000,0,"CLM67299",200000
"P293004",2,1,"N",7,0,0,55025,"CLM69004",55025
"P285493",2,1,"N",26,0,0,1000000,"CLM61493",1000000
"P286456",2,1,"N",10,300000,500000,0,"CLM62456",300000
"P290848",1,1,"Y",14,0,1000000,0,"CLM66848",1000000
"P293424",2,1,"Y",7,0,0,500000,"CLM69424",500000
"P276669",1,1,"Y",6,0,5000000,0,"CLM52669",5000000
"P287154",1,1,"Y",26,0,1000000,0,"CLM63154",1000000
"P281034",2,1,"Y",26,25000,50001,0,"CLM57034",25000
"P286348",2,1,"N",7,0,0,1000001,"CLM62348",1000001
"P291118",1,1,"Y",8,0,2000000,0,"CLM67118",2000000
"P285214",1,1,"Y",26,0,1000000,0,"CLM61214",1000000
"P278282",1,1,"Y",8,0,0,500000,"CLM54282",500000
"P291195",2,1,"Y",7,0,0,5000000,"CLM67195",5000000
"P287037",2,1,"N",26,0,0,500115,"CLM63037",500115
"P283687",2,1,"Y",7,1000038,1000038,1000038,"CLM59687",1000038
"P293715",2,1,"Y",14,0,0,1000000,"CLM69715",1000000
"P288094",2,2,"N",7,0,0,1000000,"CLM64094",1000000
"P293927",2,1,"N",8,0,0,1000000,"CLM69927",1000000
"P285136",2,1,"Y",9,0,0,1000000,"CLM61136",1000000
"P285954",2,1,"N",9,0,0,500000,"CLM61954",500000
"P291908",2,1,"Y",7,0,1000016,1000016,"CLM67908",1000016
"P287263",2,1,"Y",15,0,0,2000000,"CLM63263",2000000
"P276639",2,1,"Y",9,0,0,500000,"CLM52639",500000
"P287430",4,1,"N",22,0,5000000,5000000,"CLM63430",5000000
"P289218",2,1,"Y",8,0,0,300000,"CLM65218",300000
"P291043",2,1,"Y",26,0,0,100001,"CLM67043",100001
"P275159",1,1,"Y",26,0,0,1000000,"CLM51159",1000000
"P278471",2,1,"Y",26,0,0,1000000,"CLM54471",1000000
"P281868",2,1,"N",8,0,1000000,0,"CLM57868",1000000
"P285404",2,1,"N",14,0,0,1000000,"CLM61404",1000000
"P289829",2,1,"Y",26,100000,300000,0,"CLM65829",100000
"P284708",1,1,"Y",26,0,0,1000000,"CLM60708",1000000
"P293552",2,1,"Y",26,0,0,500000,"CLM69552",500000
"P275903",1,1,"Y",6,0,0,1000000,"CLM51903",1000000
"P275262",1,1,"Y",9,0,0,1000000,"CLM51262",1000000
"P290897",1,1,"Y",26,0,5000000,0,"CLM66897",5000000
"P293852",5,1,"N",9,0,0,500000,"CLM69852",500000
"P280842",2,1,"Y",26,0,0,1000000,"CLM56842",1000000
"P291544",4,2,"N",26,0,1000000,0,"CLM67544",1000000
"P276902",1,1,"Y",17,0,1000000,0,"CLM52902",1000000
"P275821",1,1,"Y",8,0,1000000,0,"CLM51821",1000000
"P282339",2,1,"N",8,0,1000000,0,"CLM58339",1000000
"P275170",2,1,"Y",6,0,1000000,0,"CLM51170",1000000
"P276815",2,1,"N",26,0,0,750001,"CLM52815",750001
"P288312",2,1,"N",7,0,0,5000000,"CLM64312",5000000
"P287270",2,1,"Y",8,0,0,30000,"CLM63270",30000
"P288064",1,1,"Y",6,0,1000000,0,"CLM64064",1000000
"P278721",2,1,"N",26,0,0,500010,"CLM54721",500010
"P276497",1,1,"Y",14,0,1000000,0,"CLM52497",1000000
"P291549",3,1,"Y",14,0,1000000,0,"CLM67549",1000000
"P290197",2,1,"Y",7,0,0,1000000,"CLM66197",1000000
"P292088",2,1,"N",26,0,0,1000000,"CLM68088",1000000
"P293031",2,1,"Y",14,0,0,1000000,"CLM69031",1000000
"P279113",2,1,"N",6,1000000,1000000,0,"CLM55113",1000000
"P275897",2,1,"N",14,0,0,1000000,"CLM51897",1000000
"P280406",2,1,"Y",7,1000000,0,0,"CLM56406",1000000
"P290426",4,1,"N",22,0,5000000,5000000,"CLM66426",5000000
"P287576",2,1,"Y",11,0,0,1000000,"CLM63576",1000000
"P291589",2,1,"Y",7,0,0,500025,"CLM67589",500025
"P293321",2,1,"Y",7,0,0,5000000,"CLM69321",5000000
"P279127",2,1,"N",14,0,0,500000,"CLM55127",500000
"P280336",2,1,"Y",7,0,0,1000000,"CLM56336",1000000
"P277219",1,1,"Y",26,0,1000000,0,"CLM53219",1000000
"P287777",2,1,"Y",14,0,0,1000000,"CLM63777",1000000
"P292151",2,1,"Y",7,0,0,1000000,"CLM68151",1000000
"P285077",2,1,"N",8,0,0,500000,"CLM61077",500000
"P291992",2,1,"Y",26,0,0,1000000,"CLM67992",1000000
"P279797",2,1,"N",14,0,0,55000,"CLM55797",55000
